duplicateBy,fileName,casNumber,productName,dbId
casNumber,"4,6-二硝基-2-氨基苯酚锆、zirconium 4,6-dinitro-2-aminophenate、63868-82-6.xml",63868-82-6,"4,6-二硝基-2-氨基苯酚锆",3719
casNumber,"4,6-二硝基邻甲苯酚钠、Sodium 4，6-dinitro-o-cresoxide、2312-76-7.xml",2312-76-7,"4,6-二硝基邻甲苯酚钠",3720
casNumber,"4,9-环氧,3-(2-羟基-2-甲基丁酸酯)15-(S)2-甲基丁酸酯,[3β(S),4α,7α,15α(R),16β]-瑟文-3,4,7,14,15,16,20-庚醇、veratensine、63951-45-1.xml",63951-45-1,"4,9-环氧,3-(2-羟基-2-甲基丁酸酯)15-(S)2-甲基丁酸酯,[3β(S),4α,7α,15α(R),16β]-瑟文-3,4,7,14,15,16,20-庚醇",3721
casNumber,"4-N,N-二甲基氨基-3,5-二甲基苯基N-甲基氨基甲酸酯、4-N,N-dimethyl-3,5-dimethyl-phenyl N-methylcarbamate、315-18-4.xml",315-18-4,"4-N,N-二甲基氨基-3,5-二甲基苯基N-甲基氨基甲酸酯",3723
casNumber,"4-N,N-二甲基氨基-3-甲基苯基N-甲基氨基甲酸酯、4-dimethylamino-3-tolyl methylcarbamate、2032-59-9.xml",2032-59-9,"4-N,N-二甲基氨基-3-甲基苯基N-甲基氨基甲酸酯",3724
casNumber,"4-[3-氨基-5-(1-甲基胍基)戊酰氨基]-1-[4-氨基-2-氧代-1(2H)-嘧啶基]-1,2,3,4-四脱氧-β,D 赤己-2-烯吡喃糖醛酸、blasticidin-s、2079-00-7.xml",2079-00-7,"4-[3-氨基-5-(1-甲基胍基)戊酰氨基]-1-[4-氨基-2-氧代-1(2H)-嘧啶基]-1,2,3,4-四脱氧-β,D 赤己-2-烯吡喃糖醛酸",3722
casNumber,4-乙基吡啶、4-Ethylpyridine、536-75-4.xml,536-75-4,4-乙基吡啶,3825
casNumber,4-乙氧基苯胺、4-Ethoxyaniline、156-43-4.xml,156-43-4,4-乙氧基苯胺,3828
casNumber,4-乙烯-1-环己烯、4-Vinyl-1-Cyclohexene、100-40-3.xml,100-40-3,4-乙烯-1-环己烯,3826
casNumber,4-乙烯基间二甲苯、4-Vinyl-m-xylene、1195-32-0.xml,1195-32-0,4-乙烯基间二甲苯,3827
casNumber,4-二甲基氨基-6-(2-二甲基氨乙基氧基)甲苯-2-重氮氯化锌盐、4-dimethylamino-6-(2-dimethylami-noethoxy)toluene-2-diazonium zinc chloride、135072-82-1.xml,135072-82-1,4-二甲基氨基-6-(2-二甲基氨乙基氧基)甲苯-2-重氮氯化锌盐,3738
casNumber,4-二甲氨基偶氮苯-4'-胂酸、4-dimethylaminoazobenzene-4’-arsonic acid、622-68-4.xml,622-68-4,4-二甲氨基偶氮苯-4'-胂酸,3737
casNumber,"4-亚硝基-N,N-二乙基苯胺、4-nitroso-N,N-diethylaniline、120-22-9.xml",120-22-9,"4-亚硝基-N,N-二乙基苯胺",3823
casNumber,"4-亚硝基-N,N-二甲基苯胺、4-nitroso-N,N-dimethylaniline、138-89-6.xml",138-89-6,"4-亚硝基-N,N-二甲基苯胺",3822
casNumber,4-亚硝基苯酚、4-Nitrosophenol、104-91-6.xml,104-91-6,4-亚硝基苯酚,3824
casNumber,4-叔丁基苯酚、4-tert-butylphenol、98-54-4.xml,98-54-4,4-叔丁基苯酚,3787
casNumber,4-壬烯、4-nonene、2198-23-4.xml,2198-23-4,4-壬烯,3786
casNumber,4-己烯-1-炔-3-醇、4-hexen-1-yn-3-ol、10138-60-0.xml,10138-60-0,4-己烯-1-炔-3-醇,3743
casNumber,4-庚酮、4-heptanone、123-19-3.xml,123-19-3,4-庚酮,3742
casNumber,4-氟丁酸、4-fluorobutyric acid、462-23-7.xml,462-23-7,4-氟丁酸,3740
casNumber,4-氟甲苯、4-fluorotoluene、352-32-9.xml,352-32-9,4-氟甲苯,3741
casNumber,4-氟苯胺、4-fluoroaniline、371-40-4.xml,371-40-4,4-氟苯胺,3739
casNumber,"4-氨基-N,N-二甲基苯胺、4-Amino-N,N-dimethylaniline、99-98-9.xml",99-98-9,"4-氨基-N,N-二甲基苯胺",3725
casNumber,4-氨基二苯胺、4-aminodiphenylamine、101-54-2.xml,101-54-2,4-氨基二苯胺,3731
casNumber,4-氨基吡啶、4-aminopyridine、504-24-5.xml,504-24-5,4-氨基吡啶,3730
casNumber,4-氨基喹啉、4-Aminoquinoline、578-68-7.xml,578-68-7,4-氨基喹啉,3732
casNumber,4-氨基联苯、4-aminobiphenyl、92-67-1.xml,92-67-1,4-氨基联苯,3733
casNumber,4-氨基苯甲酸、4-Aminobenzoic acid、150-13-0.xml,150-13-0,4-氨基苯甲酸,3727
casNumber,4-氨基苯胂酸、arsanilic acid、98-50-0.xml,98-50-0,4-氨基苯胂酸,3728
casNumber,4-氨基苯胂酸钠、4-aminobenzene arsonic acid sodium salt、127-85-5.xml,127-85-5,4-氨基苯胂酸钠,3729
casNumber,4-氨基苯酚、4-aminophenol、123-30-8.xml,123-30-8,4-氨基苯酚,3726
casNumber,4-氯-2-氨基苯酚、4-chloro-2-aminophenol、95-85-2.xml,95-85-2,4-氯-2-氨基苯酚,3766
casNumber,4-氯-2-硝基甲苯、4-chloro-2-nitrotoluene、89-59-8.xml,89-59-8,4-氯-2-硝基甲苯,3770
casNumber,4-氯-2-硝基苯胺、4-chloro-2-nitroaniline、89-63-4.xml,89-63-4,4-氯-2-硝基苯胺,3767
casNumber,4-氯-2-硝基苯酚、4-Chloro-2-nitrophenol、89-64-5.xml,89-64-5,4-氯-2-硝基苯酚,3768
casNumber,4-氯-2-硝基苯酚钠盐、sodium 4-chloro-2-nitrophenolate、52106-89-5.xml,52106-89-5,4-氯-2-硝基苯酚钠盐,3769
casNumber,4-氯三氟甲苯、4-Chlorobenzotrifluoride、98-56-6.xml,98-56-6,4-氯三氟甲苯,3781
casNumber,4-氯化联苯、4-chlorodiphenyl、2051-62-9.xml,2051-62-9,4-氯化联苯,3777
casNumber,4-氯正丁酸乙酯、ethyl 4-chloro-n-butanoate、3153-36-4.xml,3153-36-4,4-氯正丁酸乙酯,3783
casNumber,4-氯氟苯、4-chlorofluorobenzene、352-33-0.xml,352-33-0,4-氯氟苯,3775
casNumber,4-氯汞苯甲酸、4-(Chloromercuric)benzoic acid、59-85-8.xml,59-85-8,4-氯汞苯甲酸,3776
casNumber,4-氯甲苯、4-chlorotoluene、106-43-4.xml,106-43-4,4-氯甲苯,3778
casNumber,4-氯硝基苯、4-Nitrochlorobenzene、100-00-5.xml,100-00-5,4-氯硝基苯,3782
casNumber,4-氯苄基氯、4-Chlorobenzyl chloride、104-83-6.xml,104-83-6,4-氯苄基氯,3774
casNumber,4-氯苯甲酰氯、4-chlorobenzoyl chloride、122-01-0.xml,122-01-0,4-氯苯甲酰氯,3773
casNumber,4-氯苯胺、4-chloroaniline、106-47-8.xml,106-47-8,4-氯苯胺,3771
casNumber,4-氯苯酚、4-chlorophenol、106-48-9.xml,106-48-9,4-氯苯酚,3772
casNumber,4-氯邻甲苯胺盐酸盐、4-Chloro-o-toluidine hydrochloride、3165-93-3.xml,3165-93-3,4-氯邻甲苯胺盐酸盐,3780
casNumber,4-氯间甲酚、4-chloro-m-cresol、59-50-7.xml,59-50-7,4-氯间甲酚,3779
casNumber,4-氰基苯甲酸、4-Cyanobenzoic acid、619-65-8.xml,619-65-8,4-氰基苯甲酸,3785
casNumber,"4-溴-1,2-二甲基苯、4-bromo-1,2-xylene、583-71-1.xml",583-71-1,"4-溴-1,2-二甲基苯",3812
casNumber,4-溴-1，2-二硝基苯、1，2-Dinitro-4-bromobenzene、610-38-8.xml,610-38-8,4-溴-1，2-二硝基苯,3813
casNumber,4-溴-2-氯氟苯、4-brom-2-chlorfluorbenzol、60811-21-4.xml,60811-21-4,4-溴-2-氯氟苯,3814
casNumber,4-溴甲苯、4-bromotoluene、106-38-7.xml,106-38-7,4-溴甲苯,3821
casNumber,4-溴苯乙酰基溴、4-bromophenacyl bromide 、99-73-0.xml,99-73-0,4-溴苯乙酰基溴,3820
casNumber,4-溴苯甲酰氯、4-Bromobenzoyl chloride、586-75-4.xml,586-75-4,4-溴苯甲酰氯,3819
productName,4-溴苯甲醚、4-bromoanisole、102-92-7.xml,102-92-7,4-溴苯甲醚,3818
casNumber,4-溴苯磺酰氯、4-bromobenzene sulfonyl chloride、98-58-8.xml,98-58-8,4-溴苯磺酰氯,3817
casNumber,4-溴苯胺、4-bromoaniline、106-40-1.xml,106-40-1,4-溴苯胺,3815
casNumber,4-溴苯酚、4-bromophenol、106-41-2.xml,106-41-2,4-溴苯酚,3816
casNumber,4-甲基-1-戊烯、4-Methyl-1-pentene、691-37-2.xml,691-37-2,4-甲基-1-戊烯,3747
casNumber,4-甲基-1-环己烯、4-Methyl-1-cyclohexene、591-47-9.xml,591-47-9,4-甲基-1-环己烯,3746
casNumber,4-甲基-2-戊烯、4-Methyl-2-pentene、4461-48-7.xml,4461-48-7,4-甲基-2-戊烯,3750
casNumber,4-甲基-2-戊酮、4-methylpentan-2-one、108-10-1.xml,108-10-1,4-甲基-2-戊酮,3749
casNumber,4-甲基-2-戊醇、4-methylpentan-2-ol、108-11-2.xml,108-11-2,4-甲基-2-戊醇,3748
casNumber,4-甲基-3-戊烯-2-酮、4-Methyl-3-pentene-2-one、141-79-7.xml,141-79-7,4-甲基-3-戊烯-2-酮,3751
casNumber,4-甲基吡啶、4-methylpyridine、108-89-4.xml,108-89-4,4-甲基吡啶,3755
casNumber,4-甲基哌啶、4-Methylpiperidine、626-58-4.xml,626-58-4,4-甲基哌啶,3759
casNumber,4-甲基喹啉、4-Methylquinoline、491-35-0.xml,491-35-0,4-甲基喹啉,3758
casNumber,4-甲基庚烷、4-Methyl heptane、589-53-7.xml,589-53-7,4-甲基庚烷,3756
casNumber,4-甲基异喹啉、4-methyl isoquinoline、1196-39-0.xml,1196-39-0,4-甲基异喹啉,3761
casNumber,4-甲基戊腈、4-Methyl pentanenitrile、542-54-1.xml,542-54-1,4-甲基戊腈,3760
casNumber,4-甲基环己醇、4-Methylcyclohexanol、589-91-3.xml,589-91-3,4-甲基环己醇,3757
casNumber,"4-甲基苯乙烯[稳定的]、4-methylstyrene,stabilized、622-97-9.xml",622-97-9,4-甲基苯乙烯[稳定的],3754
casNumber,4-甲基苯甲腈、4-Methyl benzonitrile、104-85-8.xml,104-85-8,4-甲基苯甲腈,3753
casNumber,4-甲基苯胺、4-toluidine、106-49-0.xml,106-49-0,4-甲基苯胺,3752
casNumber,4-甲氧基-4-甲基-2-戊酮、4-Methoxy-4-methyl pentan-2- one、107-70-0.xml,107-70-0,4-甲氧基-4-甲基-2-戊酮,3762
casNumber,"4-甲氧基二苯胺-4'-氯化重氮苯、Benzenediazonium, 4-((4-methoxyphenyl)amino)-, chloride、101-69-9.xml",101-69-9,4-甲氧基二苯胺-4'-氯化重氮苯,3764
casNumber,4-甲氧基苯胺、4-methoxyaniline、104-94-9.xml,104-94-9,4-甲氧基苯胺,3763
casNumber,4-甲苯硫酚、4-thiocresol、106-45-6.xml,106-45-6,4-甲苯硫酚,3744
casNumber,4-甲酚、4-methylphenol、106-44-5.xml,106-44-5,4-甲酚,3745
casNumber,"4-硝基-1,2-二甲苯、4-nitro-1,2-xylene、99-51-4.xml",99-51-4,"4-硝基-1,2-二甲苯",3788
casNumber,"4-硝基-1,3-二甲苯、4-nitro-1,3-xylene、89-87-2.xml",89-87-2,"4-硝基-1,3-二甲苯",3789
casNumber,4-硝基-2-氨基苯酚、4-nitro-2-aminophenol、99-57-0.xml,99-57-0,4-硝基-2-氨基苯酚,3790
casNumber,4-硝基-2-甲氧基苯胺、4-Nitro-2-methoxyaniline、97-52-9.xml,97-52-9,4-硝基-2-甲氧基苯胺,3792
casNumber,4-硝基-2-甲苯胺、4-nitro-2-toluidine、99-52-5.xml,99-52-5,4-硝基-2-甲苯胺,3791
casNumber,"4-硝基-N,N-二乙基苯胺、4-nitro-N,N-diethylaniline、2216-15-1.xml",2216-15-1,"4-硝基-N,N-二乙基苯胺",3794
casNumber,"4-硝基-N,N-二甲基苯胺、4-nitro-N,N-dimethylaniline、100-23-2.xml",100-23-2,"4-硝基-N,N-二甲基苯胺",3793
casNumber,4-硝基氯化苄、4-Nitrobenzyl chloride、100-14-1.xml,100-14-1,4-硝基氯化苄,3808
casNumber,4-硝基溴化苄、4-nitrobenzyl bromide、100-11-8.xml,100-11-8,4-硝基溴化苄,3810
casNumber,4-硝基溴苯、4-nitrobromobenzene、586-78-7.xml,586-78-7,4-硝基溴苯,3809
casNumber,4-硝基甲苯、4-nitrotoluene、99-99-0.xml,99-99-0,4-硝基甲苯,3806
casNumber,4-硝基碘苯、4-nitroiodobenzene、636-98-6.xml,636-98-6,4-硝基碘苯,3805
casNumber,4-硝基联苯、4-Nitrobiphenyl、92-93-3.xml,92-93-3,4-硝基联苯,3807
casNumber,4-硝基苯乙腈、4-Nitrophenylacetonitrile、555-21-5.xml,555-21-5,4-硝基苯乙腈,3803
casNumber,4-硝基苯乙醚、4-nitrophenetole、100-29-8.xml,100-29-8,4-硝基苯乙醚,3804
casNumber,4-硝基苯甲酰氯、4-Nitrobenzoyl chloride、122-04-3.xml,122-04-3,4-硝基苯甲酰氯,3800
casNumber,4-硝基苯甲酰胺、4-nitrobenzamide、619-80-7.xml,619-80-7,4-硝基苯甲酰胺,3799
casNumber,4-硝基苯甲醚、4-nitroanisole、100-17-4.xml,100-17-4,4-硝基苯甲醚,3798
casNumber,4-硝基苯磺酰氯、4-Nitrobenzenesulfonyl chloride、98-74-8.xml,98-74-8,4-硝基苯磺酰氯,3797
casNumber,4-硝基苯肼、4-nitrophenylhydrazine、100-16-3.xml,100-16-3,4-硝基苯肼,3801
casNumber,4-硝基苯胂酸、4-Nitrophenyl arsonic acid、98-72-6.xml,98-72-6,4-硝基苯胂酸,3802
casNumber,4-硝基苯胺、4-nitroaniline、100-01-6.xml,100-01-6,4-硝基苯胺,3795
casNumber,4-硝基苯酚、4-nitrophenol、100-02-7.xml,100-02-7,4-硝基苯酚,3796
casNumber,4-硫代戊醛、4-thiapentanal、3268-49-3.xml,3268-49-3,4-硫代戊醛,3765
casNumber,4-碘苯酚、4-Iodophenol、540-38-5.xml,540-38-5,4-碘苯酚,3736
casNumber,4-羟基-4-甲基-2-戊酮、4-Hydroxy-4-methyl-2-pentanone、123-42-2.xml,123-42-2,4-羟基-4-甲基-2-戊酮,3784
casNumber,4-苄基吡啶、4-benzylpyridine、2116-65-6.xml,2116-65-6,4-苄基吡啶,3735
casNumber,4-苯基-1-丁烯、4-phenylbut-1-ene、768-56-9.xml,768-56-9,4-苯基-1-丁烯,3734
casNumber,4-辛炔、4-Octyne、1942-45-6.xml,1942-45-6,4-辛炔,3811
casNumber,4，4-二硝基二苯基卡巴肼、4，4-Dinitrodiphenyl carbazide、622-69-5.xml,622-69-5,4，4-二硝基二苯基卡巴肼,3716
casNumber,4，4′-二氯二丁基醚、4，4′-Dichlorodibutyl ether、6334-96-9.xml,6334-96-9,4，4′-二氯二丁基醚,3712
casNumber,4，4′-亚甲基双苯胺、4，4′-Metylene dianiline、101-77-9.xml,101-77-9,4，4′-亚甲基双苯胺,3713
casNumber,"5,6,7,8-四氢-1-萘胺、5,6,7,8-tetrahydro-1-naphthylamine、2217-41-6.xml",2217-41-6,"5,6,7,8-四氢-1-萘胺",3830
casNumber,5-(氨基甲基)-3-异噁唑醇、5-aminomethyl-3-isoxazolol、2763-96-4.xml,2763-96-4,5-(氨基甲基)-3-异噁唑醇,3829
casNumber,"5-[双(2-氯乙基)氨基]-2,4-(1H,3H)嘧啶二酮、5-(bis(2-chloroethyl)amino)-2,4(1H,3H)pyrimidinedione、66-75-1.xml",66-75-1,"5-[双(2-氯乙基)氨基]-2,4-(1H,3H)嘧啶二酮",3831
casNumber,5-二乙氨基-2-戊酮、5-Diethylamino-2-pentanone、105-14-6.xml,105-14-6,5-二乙氨基-2-戊酮,3834
casNumber,"5-叔丁基-2,4,6-三硝基间二甲苯、5-tert-butyl-2,4,6-trinitro-m-xylene、81-15-2.xml",81-15-2,"5-叔丁基-2,4,6-三硝基间二甲苯",3840
casNumber,5-己烯-2-酮、5-Hexen-2-one、109-49-9.xml,109-49-9,5-己烯-2-酮,3835
casNumber,"5-氨基-1,3,3-三甲基环己甲胺、5-amino-1,3,3-trimethyl-cyclohexanemethanamine、2855-13-2.xml",2855-13-2,"5-氨基-1,3,3-三甲基环己甲胺",3832
casNumber,"5-氨基-3-苯基-1-[双(N,N-二甲基氨基氧膦基)]-1,2,4-三唑[含量＞20%]、5-amino-3-phenyl-1,2,4-triazol-1-yl-N,N,N',N'-tetramethylphosphonic diamide(more than 20%)、1031-47-6.xml",1031-47-6,"5-氨基-3-苯基-1-[双(N,N-二甲基氨基氧膦基)]-1,2,4-三唑[含量＞20%]",3833
casNumber,5-氯-2-甲基苯胺、5-Chloro-2-methylaniline、95-79-4.xml,95-79-4,5-氯-2-甲基苯胺,3838
casNumber,5-氯-2-甲氧基苯胺、5-Chloro-2-anisidine、95-03-4.xml,95-03-4,5-氯-2-甲氧基苯胺,3839
casNumber,5-甲基-2-己酮、5-Methyl-2-hexanone、110-12-3.xml,110-12-3,5-甲基-2-己酮,3836
casNumber,5-甲基异喹啉、5-methyl isoquinoline、62882-01-3.xml,62882-01-3,5-甲基异喹啉,3837
casNumber,"5-硝基-1,3-二甲苯、5-nitro-1,3-xylene、99-12-7.xml",99-12-7,"5-硝基-1,3-二甲苯",3841
casNumber,5-硝基-2-氨基苯酚、5-Nitro-2-aminophenol、121-88-0.xml,121-88-0,5-硝基-2-氨基苯酚,3842
casNumber,5-硝基苯并三唑、5-Nitrobenzotriazole、2338-12-7.xml,2338-12-7,5-硝基苯并三唑,3843
casNumber,6-氨基喹啉、6-Aminoquinoline、580-15-4.xml,580-15-4,6-氨基喹啉,3844
casNumber,6-氯间甲酚、6-chloro-m-cresol、615-74-7.xml,615-74-7,6-氯间甲酚,3848
casNumber,"6-甲基-1,4-二氮萘基-2,3-二硫代碳酸酯、6-methyl-1,3-dithiolo(4,5-b)quinoxalin-2-one、2439-01-2.xml",2439-01-2,"6-甲基-1,4-二氮萘基-2,3-二硫代碳酸酯",3845
casNumber,6-甲基喹啉、6-Methylquinoline、91-62-3.xml,91-62-3,6-甲基喹啉,3846
casNumber,6-甲基异喹啉、6-methyl isoquinoline、42398-73-2.xml,42398-73-2,6-甲基异喹啉,3847
casNumber,7-甲基喹啉、7-Methylquinoline、612-60-2.xml,612-60-2,7-甲基喹啉,3849
casNumber,7-甲基异喹啉、7-methyl isoquinoline、54004-38-5.xml,54004-38-5,7-甲基异喹啉,3850
casNumber,8-(二甲基氨基甲基)-7-甲氧基氨基-3-甲基黄酮、8-(dimerhylamino-methyl)-7-methoxy-3-methyifiavone、1165-48-6.xml,1165-48-6,8-(二甲基氨基甲基)-7-甲氧基氨基-3-甲基黄酮,3851
casNumber,8-甲基喹啉、8-Methylquinoline、611-32-5.xml,611-32-5,8-甲基喹啉,3852
casNumber,8-甲基异喹啉、8-methyl isoquinoline、62882-00-2.xml,62882-00-2,8-甲基异喹啉,3853
casNumber,D-苎烯、d-limonene、5989-27-5.xml,5989-27-5,D-苎烯,3856
casNumber,"N(3-氯苯基)氨基甲酸(4-氯丁炔-2-基)脂、carbamic acid,(3-chlorophenyl)-,4-chloro-2-butynyl ester、101-27-9.xml",101-27-9,N(3-氯苯基)氨基甲酸(4-氯丁炔-2-基)脂,3860
casNumber,"N,N'-二亚硝基-N,N'-二甲基对苯二酰胺、N,N’-dinitroso-N,N’-dimethyl terephthalamide、133-55-1.xml",133-55-1,"N,N'-二亚硝基-N,N'-二甲基对苯二酰胺",3878
casNumber,"N,N'-二亚硝基五亚甲基四胺[减敏的]、N,N'-dinitrosopentamethylene tetramine,with phlegmatizer、101-25-7.xml",101-25-7,"N,N'-二亚硝基五亚甲基四胺[减敏的]",3879
casNumber,"N,N-二丁基苯胺、N,N-dibutylaniline、613-29-6.xml",613-29-6,"N,N-二丁基苯胺",3866
casNumber,"N,N-二乙基-1,3-丙二胺、N,N-diethyl-1,3-diaminopropane、104-78-9.xml",104-78-9,"N,N-二乙基-1,3-丙二胺",3880
casNumber,"N,N-二乙基-1-萘胺、N,N-diethyl-1-naphthylamine、84-95-7.xml",84-95-7,"N,N-二乙基-1-萘胺",3881
casNumber,"N,N-二乙基乙撑二胺、N，N-Diethyl ethylene diamine、100-36-7.xml",100-36-7,"N,N-二乙基乙撑二胺",3887
casNumber,"N,N-二乙基乙醇胺、N,N-diethyl ethanolamine、100-37-8.xml",100-37-8,"N,N-二乙基乙醇胺",3888
casNumber,"N,N-二乙基二硫代氨基甲酸-2-氯烯丙基酯、2-chloroallyl N,N-dimethyldithiocarbamate、95-06-7.xml",95-06-7,"N,N-二乙基二硫代氨基甲酸-2-氯烯丙基酯",3884
casNumber,"N,N-二乙基对甲苯胺、N，N-Diethyl-P-toluidine、613-48-9.xml",613-48-9,"N,N-二乙基对甲苯胺",3883
casNumber,"N,N-二乙基苯胺、N,N-diethylaniline、91-66-7.xml",91-66-7,"N,N-二乙基苯胺",3882
casNumber,"N,N-二乙基邻甲苯胺、N,N-diethyl-o-toluidine、2728-04-3.xml",2728-04-3,"N,N-二乙基邻甲苯胺",3886
casNumber,"N,N-二异丙基乙胺、N，N-Diisopropylethylamine、7087-68-5.xml",7087-68-5,"N,N-二异丙基乙胺",3889
casNumber,"N,N-二异丙基乙醇胺、N,N-Diisopropyl aminoethanol、96-80-0.xml",96-80-0,"N,N-二异丙基乙醇胺",3890
casNumber,"N,N-二正丁基氨基乙醇、N,N-dibutylethanolamine、102-81-8.xml",102-81-8,"N,N-二正丁基氨基乙醇",3891
casNumber,"N,N-二甲基-1,3-丙二胺、N,N-dimethyl-1,3-propanediamine、190-55-7.xml",190-55-7,"N,N-二甲基-1,3-丙二胺",3867
casNumber,"N,N-二甲基丙胺、dimethyl-n-propylamine、926-63-6.xml",926-63-6,"N,N-二甲基丙胺",3870
casNumber,"N,N-二甲基丙醇胺、N,N-dimethylpropanolamine、3179-63-3.xml",3179-63-3,"N,N-二甲基丙醇胺",3871
casNumber,"N,N-二甲基乙醇胺、N,N-dimethyl ethanolamine、108-01-0.xml",108-01-0,"N,N-二甲基乙醇胺",3876
casNumber,"N,N-二甲基异丙醇胺、N,N-dimethyl-iso-propanolamine、108-16-7.xml",108-16-7,"N,N-二甲基异丙醇胺",3877
casNumber,"N,N-二甲基氨基乙腈、N，N-Dimethylaminoacetonitrile、926-64-7.xml",926-64-7,"N,N-二甲基氨基乙腈",3868
casNumber,"N,N-二甲基环己胺、N,N-dimethylcyclohexylamine、98-94-2.xml",98-94-2,"N,N-二甲基环己胺",3873
casNumber,"N,N-二甲基甲酰胺、N,N-dimethylformamide、68-12-2.xml",68-12-2,"N,N-二甲基甲酰胺",3874
casNumber,"N,N-二甲基苄胺、N，N-Dimethylbenzylamine、103-83-3.xml",103-83-3,"N,N-二甲基苄胺",3869
casNumber,"N,N-六亚甲基硫代氨基甲酸-S-乙酯、(S)-ethyl 1-perhydroazepinecarbothioate、2212-67-1.xml",2212-67-1,"N,N-六亚甲基硫代氨基甲酸-S-乙酯",3892
casNumber,"N-(2,6-二乙基苯基)-N-甲氧基甲基-氯乙酰胺、2-chloro-2',6'-diethyl-N-(methoxymethyl)acetanilide、15972-60-8.xml",15972-60-8,"N-(2,6-二乙基苯基)-N-甲氧基甲基-氯乙酰胺",3857
casNumber,N-(2-乙基-6-甲基苯基)-N-乙氧基甲基-氯乙酰胺、2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide、34256-82-1.xml,34256-82-1,N-(2-乙基-6-甲基苯基)-N-乙氧基甲基-氯乙酰胺,3859
casNumber,N-(2-羟乙基)-N-甲基全氟辛基磺酰胺、N-(2-Hydroxyethyl)-N-methylperfluorooctanesulfonamide、24448-09-7.xml,24448-09-7,N-(2-羟乙基)-N-甲基全氟辛基磺酰胺,3858
casNumber,"N-(4-氯-2-甲基苯基)-N´,N´-二甲基甲脒、N-(4-chloro-o-tolyl)-N',N'-dimethylformamidine、6164-98-3.xml",6164-98-3,"N-(4-氯-2-甲基苯基)-N´,N´-二甲基甲脒",3861
casNumber,"N-(4-氯邻甲苯基)-N,N-二甲基甲脒盐酸盐、N-(4-chloro-o-tolyl)-N,N-dimethyl formamidine, hydrochloride、19750-95-9.xml",19750-95-9,"N-(4-氯邻甲苯基)-N,N-二甲基甲脒盐酸盐",3862
casNumber,N-(苯乙基-4-哌啶基)丙酰胺柠檬酸盐、N-(phenylethyl-4-piperidinyl) propanamidecitrate、990-73-8.xml,990-73-8,N-(苯乙基-4-哌啶基)丙酰胺柠檬酸盐,3863
casNumber,"N-3-[1-羟基-2-(甲氨基)乙基]苯基甲烷磺酰胺甲磺酸盐、N-3-[1-hydroxy-2-(methylamino)ethyl]phenyl,methanesulfonamide mesylate、1421-68-7.xml",1421-68-7,N-3-[1-羟基-2-(甲氨基)乙基]苯基甲烷磺酰胺甲磺酸盐,3894
casNumber,N-乙基-1-萘胺、N-Ethyl-1-naphthylamine、118-44-5.xml,118-44-5,N-乙基-1-萘胺,3911
casNumber,N-乙基-N-(2-羟乙基)全氟辛基磺酰胺、N-ethylheptadecafluoro-N-(2-hydroxyethyl)octanesulphonamide、1691-99-2.xml,1691-99-2,N-乙基-N-(2-羟乙基)全氟辛基磺酰胺,3912
casNumber,N-乙基全氟辛基磺酰胺、无资料、4151-50-2.xml,4151-50-2,N-乙基全氟辛基磺酰胺,3918
casNumber,N-乙基吗琳、N-Ethyl morpholine、100-74-3.xml,100-74-3,N-乙基吗琳,3916
casNumber,N-乙基哌啶、N-ethyl piperidine、766-09-6.xml,766-09-6,N-乙基哌啶,3917
casNumber,N-乙基对甲苯胺、N-ethyl-p-toluidine、622-57-1.xml,622-57-1,N-乙基对甲苯胺,3914
casNumber,N-乙基苯胺、N-ethylaniline、103-69-5.xml,103-69-5,N-乙基苯胺,3913
casNumber,N-乙基间甲苯胺、N-Ethyl-m-toluidine、102-27-2.xml,102-27-2,N-乙基间甲苯胺,3915
casNumber,N-乙烯基乙撑亚胺、N-vinylethyleneimine、5628-99-9.xml,5628-99-9,N-乙烯基乙撑亚胺,3919
casNumber,N-乙酰对苯二胺、N-Acetyl-p-phenylenediamine、122-80-5.xml,122-80-5,N-乙酰对苯二胺,3920
casNumber,N-二乙氨基乙基氯、N-(2-Chloroethyl) diethylamine、100-35-6.xml,100-35-6,N-二乙氨基乙基氯,3900
casNumber,N-亚硝基二甲胺、N-Nitrosodimethylamine、62-75-9.xml,62-75-9,N-亚硝基二甲胺,3910
casNumber,N-亚硝基二苯胺、N-Nitrosodiphenylamine、86-30-6.xml,86-30-6,N-亚硝基二苯胺,3909
casNumber,N-四氯乙硫基四氢酞酰亚胺、captafol、2425-06-1.xml,2425-06-1,N-四氯乙硫基四氢酞酰亚胺,3908
casNumber,N-异丙基-N-苯基-氯乙酰胺、2-chloro-N-isopropylacetanilide、1918-16-7.xml,1918-16-7,N-异丙基-N-苯基-氯乙酰胺,3921
casNumber,N-正丁基咪唑、1-butylimidazole、4316-42-1.xml,4316-42-1,N-正丁基咪唑,3923
casNumber,N-正丁基苯胺、N-Butylaniline、1126-78-9.xml,1126-78-9,N-正丁基苯胺,3922
casNumber,N-氨基乙基哌嗪、N-aminoethylpiperazine、140-31-8.xml,140-31-8,N-氨基乙基哌嗪,3895
casNumber,N-环己基环己胺亚硝酸盐、dicyclohexylammonium nitrit、3129-91-7.xml,3129-91-7,N-环己基环己胺亚硝酸盐,3901
